City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,smara,26.7384,-11.6719,27.2,13,0,7.74,EH,1702306190
364,gaoping,30.7758,106.1029,12.11,79,97,2.22,CN,1702306190
365,puerto madryn,-42.7692,-65.0385,26.19,33,53,3.39,AR,1702306100
366,lazaro cardenas,17.9583,-102.2,26.13,62,97,2.54,MX,1702306190
367,kingston,17.997,-76.7936,30.13,76,40,3.6,JM,1702305952
368,l'ancienne-lorette,46.7939,-71.3519,2.12,97,100,1.54,CA,1702306191
369,arkhangel'sk,64.5401,40.5433,-15.94,84,75,3.0,RU,1702306191
370,kidal,18.4411,1.4078,26.04,17,16,8.92,ML,1702306191
371,alwar,27.5667,76.6,16.79,38,0,1.07,IN,1702306191
372,vantaa,60.2941,25.041,-4.08,92,100,6.17,FI,1702306191
373,flying fish cove,-10.4217,105.6791,24.82,83,75,2.57,CX,1702306191
374,asbury,42.5144,-90.7515,-3.66,74,0,0.89,US,1702306191
375,nagqu,31.5,92.0,-15.62,48,2,2.04,CN,1702306191
376,ola,59.5833,151.2833,-6.09,88,100,4.56,RU,1702306191
377,leongatha,-38.4833,145.95,17.91,95,100,2.39,AU,1702306191
378,sovetskaya gavan',48.9723,140.2878,-18.59,69,0,5.23,RU,1702306191
379,ankazoabo,-22.2833,44.5167,32.52,36,91,3.37,MG,1702306191
380,kencong,-8.2833,113.3667,25.81,80,82,1.14,ID,1702306191
381,al mijlad,11.0333,27.7333,35.94,12,45,2.75,SD,1702306191
382,phumi veal sre,10.9808,104.7783,26.94,70,26,0.26,KH,1702306191
383,al jawf,29.5,38.75,23.05,28,100,5.04,SA,1702306191
384,sylva,58.0348,56.7635,-28.14,98,100,1.62,RU,1702306191
385,sao pedro do sul,-29.6206,-54.1789,23.36,67,73,2.69,BR,1702306191
386,arauca,7.0847,-70.7591,28.98,74,0,2.06,CO,1702306187
387,khovd,48.0056,91.6419,-16.75,76,97,0.84,MN,1702306191
388,vigan,17.5747,120.3869,25.92,87,17,2.81,PH,1702306192
389,khor,47.8861,134.9464,-25.4,93,7,4.29,RU,1702306192
390,pinillos,8.9193,-74.4677,31.78,66,77,0.62,CO,1702306192
391,pyt-yakh,60.7499,72.8582,-33.89,98,32,1.64,RU,1702305913
392,cabo san lucas,22.8909,-109.9124,15.61,58,0,1.77,MX,1702306003
393,palenque,17.5167,-91.9667,20.09,94,100,0.0,MX,1702305926
394,jaguaquara,-13.5306,-39.9708,31.78,26,69,3.67,BR,1702305892
395,sinop,41.7711,34.8709,8.25,76,98,1.43,TR,1702306192
396,timbuktu,16.7735,-3.0074,30.78,10,0,5.98,ML,1702306192
397,sao felix do xingu,-6.6447,-51.995,29.63,69,93,1.84,BR,1702306192
398,bytow,54.1706,17.4919,1.78,100,100,0.75,PL,1702306192
399,sierra grande,-41.606,-65.3557,30.09,22,63,7.52,AR,1702306192
400,mount isa,-20.7333,139.5,28.87,37,54,5.14,AU,1702306192
401,pontianak,-0.0333,109.3333,25.99,94,75,2.06,ID,1702306192
402,strelka,58.0728,93.0344,-33.14,100,51,0.35,RU,1702306192
403,la sarre,48.8002,-79.1996,-11.97,83,95,3.42,CA,1702306053
404,poyang,28.9924,116.6675,7.91,75,100,7.05,CN,1702306192
405,shambu,9.5667,37.1,15.15,60,45,0.76,ET,1702306192
406,malmberget,67.1753,20.6549,-12.69,92,75,1.54,SE,1702306192
407,zaragoza,41.6561,-0.8773,21.38,52,0,4.12,ES,1702306110
408,dryden,49.7833,-92.7503,-7.84,93,100,6.17,CA,1702305959
409,ghanzi,-21.5667,21.7833,33.09,20,4,3.71,BW,1702306192
410,east london,-33.0153,27.9116,23.52,78,40,7.72,ZA,1702306192
411,cao lanh,10.45,105.6333,25.97,82,9,2.46,VN,1702306193
412,mahajanga,-15.7167,46.3167,32.01,66,20,5.66,MG,1702306193
413,tabou,4.423,-7.3528,28.74,70,22,3.67,CI,1702306193
414,priargunsk,50.3691,119.1012,-41.14,100,57,0.34,RU,1702306193
415,camana,-16.6228,-72.7111,22.31,73,71,3.92,PE,1702306193
416,mossel bay,-34.1831,22.146,22.96,67,0,3.3,ZA,1702306193
417,tromso,69.6496,18.957,-2.99,80,75,5.14,NO,1702306193
418,nguigmi,14.2495,13.1092,25.98,20,0,4.92,NE,1702306193
419,colon,9.3592,-79.9014,28.76,77,5,2.28,PA,1702306193
420,valozhyn,54.0909,26.5225,-0.29,98,100,6.02,BY,1702306193
421,el grao,39.798,-0.1321,27.41,59,79,3.04,ES,1702306193
422,bol,13.4586,14.7147,25.86,38,0,1.74,TD,1702306193
423,tallahassee,30.4383,-84.2807,7.4,80,0,4.63,US,1702306034
424,fasa,28.9383,53.6482,16.58,16,0,0.0,IR,1702306193
425,hilo,19.7297,-155.09,24.04,96,100,3.09,US,1702306193
426,muroto-misakicho,33.2833,134.15,18.52,93,100,7.2,JP,1702306193
427,orchard homes,46.8633,-114.0484,2.0,94,100,0.45,US,1702306193
428,playas,-2.6333,-80.3833,26.42,74,100,2.52,EC,1702306193
429,nirmal,19.1,78.35,20.72,49,0,2.54,IN,1702306193
430,selfoss,63.9331,-20.9971,-3.26,95,76,1.65,IS,1702306193
431,nogliki,51.8333,143.1667,-19.81,86,69,5.81,RU,1702306194
432,monrovia,6.3005,-10.7969,33.87,67,18,5.02,LR,1702306194
433,grove city,39.8815,-83.093,2.12,80,0,4.12,US,1702306143
434,taoudenni,22.6783,-3.9836,28.19,11,42,6.09,ML,1702306194
435,san marcos de colon,13.4333,-86.8,23.85,66,21,3.56,HN,1702306194
436,whitby,54.4877,-0.615,7.4,85,78,1.79,GB,1702305927
437,chibougamau,49.9168,-74.3659,-7.21,93,100,3.09,CA,1702306044
438,novyy urgal,51.0736,132.5642,-30.59,98,15,0.61,RU,1702306194
439,fray luis beltran,-39.3167,-65.7667,32.58,22,89,10.18,AR,1702306194
440,upington,-28.4478,21.2561,33.21,16,20,4.63,ZA,1702306194
441,bobov dol,42.3697,23.0172,5.75,75,70,1.81,BG,1702306194
442,kabalo,-6.05,26.9167,24.59,91,94,0.81,CD,1702306194
443,karratha,-20.7377,116.8463,26.39,45,0,4.84,AU,1702306194
444,darab,28.7519,54.5444,16.38,23,98,0.44,IR,1702306194
445,big bend,-26.8167,31.9333,23.05,88,100,1.03,SZ,1702305915
446,kale,50.9581,1.8521,11.11,80,5,7.88,FR,1702306194
447,soure,-0.7167,-48.5233,29.66,68,31,6.85,BR,1702306194
448,el nido,11.1858,119.3956,27.43,76,71,2.87,PH,1702306194
449,rufino,-34.2683,-62.7126,30.49,27,71,9.33,AR,1702306194
450,truth or consequences,33.1284,-107.2528,-0.87,29,0,0.0,US,1702306194
451,polyarnyy,69.1989,33.4478,-12.51,89,89,7.07,RU,1702306194
452,pisco,-13.7,-76.2167,21.12,78,0,3.6,PE,1702306194
453,polatsk,55.4859,28.7756,-0.13,97,100,5.28,BY,1702306194
454,ulladulla,-35.35,150.4667,22.65,95,87,1.98,AU,1702306194
455,san agustin de valle fertil,-30.6335,-67.4682,26.35,41,0,5.01,AR,1702306195
456,isla vista,34.4133,-119.861,18.79,38,0,0.0,US,1702306195
457,boi,9.5683,9.4953,28.39,17,2,3.88,NG,1702306195
458,tongouson,5.0214,120.1328,27.38,83,4,2.73,PH,1702306195
459,krasnoye-na-volge,57.5125,41.2419,-9.99,92,100,7.49,RU,1702306195
460,peace river,56.2501,-117.286,-10.19,90,100,1.54,CA,1702306195
461,bhinmal,25.0,72.25,19.87,27,38,1.8,IN,1702306195
462,benjamin aceval,-24.9667,-57.5667,29.22,64,33,2.75,PY,1702306195
463,swakopmund,-22.6833,14.5333,21.47,76,0,1.79,,1702306195
464,antofagasta,-23.65,-70.4,19.6,66,65,4.41,CL,1702306195
465,gebeit,21.0667,36.3167,29.29,32,100,1.21,SD,1702306195
466,port macquarie,-31.4333,152.9167,18.83,90,2,2.92,AU,1702306195
467,ocos,14.5094,-92.1933,27.31,68,13,1.38,GT,1702306195
468,neon karlovasion,37.7903,26.7044,16.87,67,93,3.2,GR,1702306195
469,jackson,42.4165,-122.8345,6.55,94,100,0.0,US,1702306166
470,vilyuchinsk,52.9306,158.4028,-4.85,80,16,4.82,RU,1702306195
471,vernon,50.2581,-119.2691,2.94,94,95,0.51,CA,1702306195
472,hanzhong,33.0728,107.0303,7.44,81,43,0.95,CN,1702306195
473,fengxiang,47.5833,130.8333,-25.44,90,11,2.58,CN,1702306195
474,nadym,65.5333,72.5167,-26.62,89,100,5.6,RU,1702306196
475,chu,43.5983,73.7614,-6.55,96,100,2.83,KZ,1702306196
476,jinjiang,24.8198,118.5741,21.12,85,0,1.05,CN,1702306196
477,toliara,-23.35,43.6667,28.29,66,97,6.0,MG,1702306156
478,gatesville,31.4352,-97.7439,5.97,63,0,2.93,US,1702305997
479,fada n'gourma,12.0622,0.3578,33.77,9,0,5.49,BF,1702306196
480,santa marta de ortigueira,43.6833,-7.85,19.03,73,100,2.68,ES,1702306196
481,namsos,64.4662,11.4957,-4.97,86,0,4.12,NO,1702306196
482,labytnangi,66.6572,66.4183,-25.17,98,100,4.17,RU,1702306196
483,robore,-18.3333,-59.75,27.05,83,75,0.0,BO,1702306196
484,island harbour,50.724,-1.2758,12.88,85,5,2.24,GB,1702306196
485,harda khas,22.3333,77.1,21.02,50,17,2.23,IN,1702306196
486,san felipe,10.3399,-68.7425,28.89,67,64,1.59,VE,1702306196
487,popondetta,-8.7537,148.2534,23.44,96,100,1.35,PG,1702306196
488,kuqa,41.7278,82.9364,-1.03,49,96,1.54,CN,1702306196
489,hami,42.8,93.45,-1.54,49,100,1.14,CN,1702306196
490,usinsk,65.9939,57.5281,-21.07,90,100,11.18,RU,1702306196
491,emerald,-23.5333,148.1667,24.08,67,100,6.33,AU,1702306196
492,bel ombre,-4.6167,55.4167,28.91,79,20,1.03,SC,1702306196
493,bom jesus,-9.0744,-44.3586,37.15,26,89,3.26,BR,1702306196
494,rio grande,-32.035,-52.0986,26.06,75,25,6.14,BR,1702306196
495,mugia,43.1041,-9.2179,18.28,93,100,11.48,ES,1702306197
496,batang,-6.4846,110.7083,27.2,78,34,1.35,ID,1702306197
497,queenstown,-31.8976,26.8753,22.63,49,88,1.85,ZA,1702305912
498,rafsanjan,30.4067,55.9939,15.28,16,89,1.84,IR,1702306023
499,union gap,46.5574,-120.4751,3.47,92,100,2.06,US,1702306197
500,ust-tsilma,65.441,52.1498,-15.52,90,100,5.42,RU,1702306197
501,plymouth,41.8334,-70.8328,8.09,94,100,5.14,US,1702306197
502,paita,-5.0892,-81.1144,23.58,70,9,4.47,PE,1702306197
503,lebu,-37.6167,-73.65,15.4,74,90,3.44,CL,1702306197
504,el porvenir,13.7617,-87.3458,23.63,57,55,3.8,HN,1702306197
505,guaraniacu,-25.1008,-52.8781,26.71,52,38,0.84,BR,1702306197
506,massawa,15.6097,39.45,28.95,61,62,3.63,ER,1702306197
507,bardai,11.65,7.2333,27.57,15,6,6.3,NG,1702306197
508,kaa-khem,51.6833,94.7333,-33.66,96,60,1.07,RU,1702306197
509,hithadhoo,-0.6,73.0833,28.52,74,24,2.95,MV,1702306197
510,gidole,5.65,37.3667,19.72,52,77,0.39,ET,1702306197
511,san julian,21.0167,-102.1667,12.25,65,100,1.88,MX,1702306197
512,clearwater,27.9659,-82.8001,13.86,75,0,8.49,US,1702306057
513,vadso,70.0744,29.7487,-7.91,79,75,6.69,NO,1702306197
514,utrik,11.2278,169.8474,27.13,79,69,8.1,MH,1702306197
515,shush,32.1942,48.2436,22.24,25,95,3.1,IR,1702306197
516,tamanrasset,22.785,5.5228,22.95,14,0,6.69,DZ,1702306198
517,fortuna,40.5982,-124.1573,9.64,97,20,0.0,US,1702306198
518,harper,4.375,-7.7169,28.43,71,40,3.15,LR,1702306198
519,pitogo,13.7847,122.0881,25.55,91,68,3.37,PH,1702306198
520,buckingham,51.9997,-0.9878,10.64,80,35,0.89,GB,1702306198
521,palmerston north,-40.35,175.6167,13.36,78,88,0.45,NZ,1702306198
522,ghat,24.9647,10.1728,18.87,26,5,6.18,LY,1702306198
523,lishui,28.4604,119.9103,13.06,86,100,2.62,CN,1702306198
524,carutapera,-1.195,-46.02,31.44,57,99,5.41,BR,1702306198
525,bandarbeyla,9.4942,50.8122,25.75,73,99,9.37,SO,1702306198
526,bathsheba,13.2167,-59.5167,29.34,79,40,8.23,BB,1702306198
527,fairwood,47.4484,-122.1573,8.01,94,100,2.06,US,1702306198
528,sarnia,42.9787,-82.4041,0.51,67,100,7.2,CA,1702306198
529,prince rupert,54.3161,-130.3201,3.83,91,100,5.14,CA,1702305912
530,najaf,31.9985,44.3398,22.88,46,20,2.06,IQ,1702306199
531,tocoa,15.6833,-86.0,24.79,97,97,0.37,HN,1702306199
532,marsa alam,25.0757,34.8918,23.76,83,100,4.8,EG,1702306199
533,bela vista,-22.1089,-56.5211,30.63,57,45,1.56,BR,1702306199
534,bonthe,7.5264,-12.505,31.11,57,100,5.09,SL,1702306199
535,tiszafoldvar,46.9833,20.25,6.73,94,75,3.09,HU,1702306199
536,legnago,45.1832,11.3091,7.21,75,89,1.21,IT,1702306199
537,ribeira brava,32.65,-17.0667,23.4,62,93,1.72,PT,1702306199
538,weinan,34.5036,109.5089,3.2,95,100,1.17,CN,1702306199
539,walvis bay,-22.9575,14.5053,21.53,60,0,2.57,,1702306199
540,jalqani,12.4486,34.2186,33.3,15,80,3.11,SD,1702306199
541,grantsville,40.5999,-112.4644,-0.27,80,0,3.09,US,1702306199
542,"laikit, laikit ii (dimembe)",1.4792,124.9735,23.47,100,40,0.51,ID,1702306199
543,el calafate,-50.3408,-72.2768,9.46,52,100,2.65,AR,1702306199
544,erenhot,43.6475,111.9767,-10.04,44,13,3.31,CN,1702306199
545,tarauaca,-8.1614,-70.7656,33.39,43,69,1.83,BR,1702306200
546,verkhnevilyuysk,63.4453,120.3167,-26.63,96,100,2.86,RU,1702306200
547,prince edward,44.0001,-77.2495,1.57,89,38,2.68,CA,1702306200
548,zhalantun,48.0,122.7167,-25.16,90,86,2.5,CN,1702306200
549,darovskoy,58.77,47.9564,-16.73,81,100,5.67,RU,1702306200
550,porto belo,-27.1578,-48.5531,23.98,92,100,2.32,BR,1702306200
551,santa helena,-2.2311,-45.3,34.86,38,96,3.92,BR,1702306200
552,floro,61.5996,5.0328,1.98,69,0,3.6,NO,1702306200
553,zaigrayevo,51.8336,108.2703,-28.77,99,17,0.18,RU,1702306200
554,natal,-5.795,-35.2094,30.36,74,75,5.66,BR,1702306027
555,onguday,50.75,86.15,-15.96,75,100,0.46,RU,1702306200
556,ilabaya,-17.4208,-70.5133,26.57,42,100,4.35,PE,1702306201
557,ebolowa,2.9,11.15,25.08,87,97,1.15,CM,1702306201
558,hargeysa,9.56,44.065,20.09,55,73,4.62,SO,1702306201
559,tocopilla,-22.092,-70.1979,22.79,62,97,4.23,CL,1702306201
560,parral,26.9333,-105.6667,9.91,33,0,0.27,MX,1702306201
561,kapuskasing,49.4169,-82.4331,-10.95,79,100,3.6,CA,1702306201
562,touros,-5.1989,-35.4608,30.51,56,10,6.86,BR,1702306201
563,hengchun,22.0042,120.7439,26.15,78,15,3.25,TW,1702306201
564,vuktyl,63.8567,57.3094,-23.83,93,100,4.92,RU,1702306201
565,gadzhiyevo,69.2551,33.3362,-13.04,90,92,7.26,RU,1702306202
566,tsagan aman,47.5639,46.7218,-3.93,48,74,9.42,RU,1702306202
567,kurchatov,51.6601,35.6521,-2.55,97,100,4.86,RU,1702306202
568,kambove,-10.8764,26.5969,21.04,91,100,1.02,CD,1702306202
569,nalut,30.3333,10.85,17.5,31,0,5.83,LY,1702306202
570,kenai,60.5544,-151.2583,-1.95,100,100,8.75,US,1702306202
571,posto fiscal rolim de moura,-13.0833,-62.2667,36.56,42,87,0.59,BR,1702306203
572,bahir dar,11.5936,37.3908,21.28,46,24,2.1,ET,1702306203
573,draganesti-olt,44.1667,24.5333,5.35,79,95,1.69,RO,1702306203
574,levuka,50.1834,-105.4011,-3.15,63,40,6.17,CA,1702306204
575,nikel,69.4128,30.222,-10.9,92,97,6.52,RU,1702306204
576,dondo,-19.6094,34.7431,30.73,63,80,5.56,MZ,1702306204
577,iaciara,-14.0958,-46.6317,34.84,31,97,2.8,BR,1702306204
578,bintulu,3.1667,113.0333,26.23,94,40,2.06,MY,1702306204
579,sawakin,19.1059,37.3321,27.76,73,98,4.7,SD,1702306204
580,bengkulu,-3.8004,102.2655,24.52,93,66,1.63,ID,1702306160
581,shimo-furano,43.35,142.3833,-6.08,91,94,0.73,JP,1702306204
582,berdigestyakh,62.0989,126.6992,-27.84,95,100,3.63,RU,1702306205
583,sanctuary point,-35.1114,150.629,22.08,94,99,2.45,AU,1702306205
584,kirakira,-10.4544,161.9205,25.52,88,93,2.07,SB,1702306205
585,el empalme,-40.7226,-64.9922,31.23,25,52,12.16,AR,1702306205
586,santa cruz,-17.8,-63.1667,30.7,62,75,2.57,BO,1702306205
587,fengzhou,24.9576,118.5337,22.0,83,0,0.1,CN,1702306205
588,nassau,40.7507,-73.5829,4.96,86,100,6.17,US,1702306205
589,lovech,43.1333,24.7167,7.43,76,72,1.34,BG,1702306205
